City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Discription
549,Teluknaga,ID,2022-05-06 22:33:12,-6.0989,106.6381,80.64,94,40,5.75,haze
550,Key West,US,2022-05-06 22:29:35,24.5557,-81.7826,87.8,70,0,9.22,clear sky
551,Tuy Hoa,VN,2022-05-06 22:33:13,13.0833,109.3,76.55,91,90,2.37,overcast clouds
552,Spanaway,US,2022-05-06 22:33:13,47.104,-122.4346,54.97,83,75,5.75,moderate rain
553,Jinchang,CN,2022-05-06 22:33:14,38.4953,102.1739,55.11,36,85,2.75,overcast clouds
554,San Patricio,US,2022-05-06 22:33:14,28.017,-97.5169,95.72,57,1,17.27,clear sky
555,Twentynine Palms,US,2022-05-06 22:33:15,34.1356,-116.0542,94.06,11,24,15.59,few clouds
556,Santa Isabel,BR,2022-05-06 22:33:16,-23.3156,-46.2214,62.31,93,61,3.83,broken clouds
557,Hamina,FI,2022-05-06 22:33:16,60.5697,27.1979,45.68,86,60,6.73,broken clouds
558,Perth,AU,2022-05-06 22:28:56,-31.9333,115.8333,57.38,57,0,8.05,clear sky
559,Goderich,CA,2022-05-06 22:30:19,43.7501,-81.7165,64.72,36,84,17.27,broken clouds
560,North Platte,US,2022-05-06 22:33:17,41.1239,-100.7654,83.12,30,40,14.0,scattered clouds
561,Batticaloa,LK,2022-05-06 22:33:18,7.7102,81.6924,81.43,82,94,5.35,overcast clouds
562,Pacific Grove,US,2022-05-06 22:33:18,36.6177,-121.9166,74.44,80,75,13.8,broken clouds
563,Skibbereen,IE,2022-05-06 22:34:19,51.55,-9.2667,52.11,90,2,1.19,clear sky
564,Booue,GA,2022-05-06 22:34:19,-0.0921,11.9385,74.35,98,100,2.8,light rain
565,Nouadhibou,MR,2022-05-06 22:34:20,20.931,-17.0347,66.18,82,0,16.11,clear sky
566,Qaqortoq,GL,2022-05-06 22:34:21,60.7167,-46.0333,34.43,99,100,3.06,light snow
567,Purpe,RU,2022-05-06 22:32:14,64.4803,76.6897,16.97,85,100,27.09,overcast clouds
568,Gudari,IN,2022-05-06 22:34:21,19.35,83.7833,78.46,70,18,1.05,few clouds
569,Strelka,RU,2022-05-06 22:34:22,58.0728,93.0344,47.05,62,44,8.93,scattered clouds
570,Ormara,PK,2022-05-06 22:34:22,25.2088,64.6357,79.93,83,0,11.18,clear sky
571,Yumen,CN,2022-05-06 22:34:23,40.2833,97.2,55.11,15,100,6.62,overcast clouds
572,Mazatlan,MX,2022-05-06 22:34:23,23.2167,-106.4167,82.02,77,0,10.36,clear sky
573,Ahuimanu,US,2022-05-06 22:34:24,21.4447,-157.8378,83.91,72,100,19.57,overcast clouds
574,Ostrogozhsk,RU,2022-05-06 22:33:15,50.8664,39.0756,41.2,64,3,4.16,clear sky
575,Kidal,ML,2022-05-06 22:34:24,18.4411,1.4078,90.25,17,100,9.48,overcast clouds
576,Petrolina,BR,2022-05-06 22:34:25,-9.3986,-40.5008,84.25,45,0,8.05,light rain
577,Requena,ES,2022-05-06 22:30:20,39.4883,-1.1004,52.52,67,0,6.62,clear sky
578,Port Augusta,AU,2022-05-06 22:32:14,-32.5,137.7667,53.26,67,0,0.69,clear sky
579,Udachnyy,RU,2022-05-06 22:34:16,66.4167,112.4,26.46,62,100,0.96,overcast clouds
580,Ridgecrest,US,2022-05-06 22:34:26,35.6225,-117.6709,98.46,11,40,15.01,scattered clouds
581,Lusambo,CD,2022-05-06 22:34:26,-4.9667,23.45,72.93,81,100,0.83,overcast clouds
582,Santa Marta,CO,2022-05-06 22:31:38,11.2408,-74.199,82.89,74,100,8.05,overcast clouds
583,Baruun-Urt,MN,2022-05-06 22:34:27,46.6806,113.2792,38.64,23,58,5.19,broken clouds
584,Karasburg,NA,2022-05-06 22:34:28,-28.0167,18.75,50.36,79,37,10.71,scattered clouds
585,Mogadishu,SO,2022-05-06 22:34:28,2.0371,45.3438,81.59,80,39,14.32,scattered clouds
586,Benguela,AO,2022-05-06 22:34:29,-12.5763,13.4055,77.05,72,65,3.18,broken clouds
587,Vostok,RU,2022-05-06 22:34:29,46.4856,135.8833,45.9,67,100,3.18,overcast clouds
588,Zhanaozen,KZ,2022-05-06 22:30:28,43.3,52.8,59.94,71,34,18.39,light rain
589,Fort Nelson,CA,2022-05-06 22:30:20,58.8053,-122.7002,53.19,32,100,13.8,overcast clouds
590,Tezu,IN,2022-05-06 22:34:30,27.9167,96.1667,72.25,68,1,4.18,clear sky
591,Salta,AR,2022-05-06 22:34:31,-24.7859,-65.4117,60.58,72,0,6.91,clear sky
592,Ankang,CN,2022-05-06 22:34:31,32.68,109.0172,68.63,77,1,3.27,clear sky
593,Sarahan,IN,2022-05-06 22:34:32,31.5167,77.8,51.89,59,1,6.69,clear sky
594,Aksay,RU,2022-05-06 22:34:32,47.26,39.87,50.25,44,67,13.0,broken clouds
595,Novo Aripuana,BR,2022-05-06 22:34:33,-5.1206,-60.3797,76.24,95,98,1.36,overcast clouds
596,Taltal,CL,2022-05-06 22:32:39,-25.4,-70.4833,62.06,86,100,2.64,overcast clouds
597,Chicama,PE,2022-05-06 22:34:33,-7.8447,-79.1469,64.94,75,23,6.98,few clouds
598,Cape Canaveral,US,2022-05-06 22:31:20,28.4058,-80.6048,92.07,47,20,14.97,few clouds
599,Cap-Aux-Meules,CA,2022-05-06 22:34:34,47.3821,-61.8597,37.45,87,75,13.8,broken clouds
600,Salamanca,ES,2022-05-06 22:31:06,40.8333,-6.0,55.18,71,48,9.75,scattered clouds
601,Santa Fe,AR,2022-05-06 22:34:35,-31.6333,-60.7,70.0,81,99,1.99,light rain
602,Bulancak,TR,2022-05-06 22:34:35,40.9372,38.2291,53.42,87,75,10.36,broken clouds
603,Juli,PE,2022-05-06 22:34:36,-16.2167,-69.45,40.77,48,0,4.05,clear sky
604,Rongcheng,CN,2022-05-06 22:34:36,30.634,117.8517,70.5,70,90,2.13,overcast clouds
605,Mecca,SA,2022-05-06 22:33:23,21.4267,39.8261,75.29,46,0,6.87,clear sky
606,Savinka,RU,2022-05-06 22:34:37,50.0785,47.0994,39.49,58,76,9.73,broken clouds
607,Tianpeng,CN,2022-05-06 22:34:37,30.9866,103.9393,64.87,59,26,3.62,scattered clouds
608,Torrijos,ES,2022-05-06 22:34:38,39.9819,-4.2835,56.35,55,7,8.88,clear sky
609,Colares,PT,2022-05-06 22:34:38,38.7992,-9.4469,65.75,47,100,11.99,overcast clouds
610,Zhigansk,RU,2022-05-06 22:35:39,66.7697,123.3711,23.63,78,100,11.05,overcast clouds
611,Russell,US,2022-05-06 22:35:39,32.3502,-85.1999,83.35,45,20,19.57,few clouds
612,Kumluca,TR,2022-05-06 22:35:40,36.3703,30.2869,62.82,52,26,3.87,scattered clouds
613,Dwarka,IN,2022-05-06 22:35:40,22.2394,68.9678,81.86,75,0,15.7,clear sky
614,Valparaiso,CL,2022-05-06 22:35:41,-33.0393,-71.6273,56.48,88,75,8.05,fog
615,Palmer,US,2022-05-06 22:35:41,42.1584,-72.3287,63.21,41,100,5.75,overcast clouds
616,Dumka,IN,2022-05-06 22:35:42,24.2667,87.25,79.95,68,4,4.43,clear sky
617,Mitsamiouli,KM,2022-05-06 22:35:42,-11.3847,43.2844,80.33,73,11,7.83,few clouds
618,Vylkove,UA,2022-05-06 22:35:43,45.4021,29.586,50.05,70,2,1.23,clear sky
619,Petropavlovsk-Kamchatskiy,RU,2022-05-06 22:33:10,53.0452,158.6483,54.19,30,0,8.95,clear sky
620,Egvekinot,RU,2022-05-06 22:35:43,66.3167,-179.1667,22.77,93,100,5.28,overcast clouds
621,Kununurra,AU,2022-05-06 22:35:44,-15.7667,128.7333,73.38,28,0,13.8,clear sky
622,Aksarka,RU,2022-05-06 22:35:45,66.5606,67.7975,-0.62,100,79,1.66,broken clouds
623,Remedios,CU,2022-05-06 22:35:45,22.4947,-79.5458,85.12,67,3,8.32,clear sky
624,Flinders,AU,2022-05-06 22:32:22,-34.5833,150.8552,56.05,63,9,7.0,clear sky
625,Foso,GH,2022-05-06 22:35:46,5.7012,-1.2866,71.87,95,100,2.33,overcast clouds
626,Yulara,AU,2022-05-06 22:35:46,-25.2406,130.9889,42.64,65,0,9.22,clear sky
627,Mount Isa,AU,2022-05-06 22:35:47,-20.7333,139.5,60.57,39,1,9.22,clear sky
628,Hindaun,IN,2022-05-06 22:35:47,26.7167,77.0167,86.32,29,3,6.08,clear sky
629,Tefe,BR,2022-05-06 22:35:48,-3.3542,-64.7114,80.71,89,100,8.05,thunderstorm
630,Yaring,TH,2022-05-06 22:35:49,6.8662,101.3689,81.28,91,100,9.17,moderate rain
631,Kathu,TH,2022-05-06 22:35:49,7.9178,98.3332,86.76,87,97,6.33,overcast clouds
632,Raudeberg,NO,2022-05-06 22:35:49,61.9875,5.1352,43.47,91,75,15.01,broken clouds
633,Toora-Khem,RU,2022-05-06 22:35:50,52.4675,96.11,42.44,91,5,3.18,clear sky
634,Koslan,RU,2022-05-06 22:35:51,63.4564,48.8989,40.3,95,100,7.31,overcast clouds
635,Tecoanapa,MX,2022-05-06 22:35:51,16.5167,-98.75,84.92,55,14,8.25,few clouds
636,Shubarshi,KZ,2022-05-06 22:35:52,48.5872,57.1869,47.91,56,100,16.67,light rain
637,Diamantino,BR,2022-05-06 22:35:52,-14.4086,-56.4461,71.64,59,0,4.12,clear sky
638,Itarema,BR,2022-05-06 22:35:53,-2.9248,-39.9167,76.39,89,99,14.16,overcast clouds
639,Esmeralda,CU,2022-05-06 22:35:53,21.8525,-78.1169,81.27,66,35,4.97,scattered clouds
640,Ajuterique,HN,2022-05-06 22:35:54,14.3833,-87.7,77.16,82,77,3.94,broken clouds
641,Akhtanizovskaya,RU,2022-05-06 22:35:54,45.32,37.1,46.87,61,98,24.76,overcast clouds
642,Samarai,PG,2022-05-06 22:35:55,-10.6167,150.6667,83.62,76,30,10.07,scattered clouds
643,Sao Felix Do Xingu,BR,2022-05-06 22:35:55,-6.6447,-51.995,75.2,90,59,3.02,broken clouds
644,Zapolyarnyy,RU,2022-05-06 22:35:56,69.4154,30.8136,38.48,98,100,15.05,overcast clouds
645,Ulaangom,MN,2022-05-06 22:35:56,49.9811,92.0667,50.2,40,0,1.5,clear sky
646,Ampanihy,MG,2022-05-06 22:35:57,-24.7,44.75,71.53,74,20,5.41,few clouds
647,Leningradskiy,RU,2022-05-06 22:35:57,69.3833,178.4167,22.8,90,100,8.16,overcast clouds
648,Cockburn Town,TC,2022-05-06 22:34:32,21.4612,-71.1419,80.56,69,40,12.66,scattered clouds
649,Saijo,JP,2022-05-06 22:35:58,33.9167,133.1833,65.48,70,29,2.1,scattered clouds
650,Juneau,US,2022-05-06 22:35:58,58.3019,-134.4197,46.98,93,75,8.05,moderate rain
651,Los Llanos De Aridane,ES,2022-05-06 22:33:52,28.6585,-17.9182,62.35,71,20,9.22,few clouds
652,Fort-Shevchenko,KZ,2022-05-06 22:35:59,44.5086,50.263,55.98,79,95,28.21,overcast clouds
653,Palasa,IN,2022-05-06 22:35:59,18.7667,84.4167,79.74,86,34,4.05,scattered clouds
654,Pontal Do Parana,BR,2022-05-06 22:36:00,-25.6533,-48.5128,63.77,81,19,1.25,few clouds
655,Bosaso,SO,2022-05-06 22:36:00,11.2842,49.1816,86.4,53,8,6.69,clear sky
656,Teacapan,MX,2022-05-06 22:37:01,22.55,-105.75,79.86,57,2,8.97,clear sky
